Month,Hour,DayOfWeek,Holiday,Temperature,Humidity,SquareFootage,Occupancy,HVACUsage,LightingUsage,RenewableEnergy,EnergyConsumption
1,8,3,1,22.894962,54.115116,1364.4711,6,1,1,10.789184,78.64588
1,9,3,0,21.63998,59.411232,1258.0966,0,0,1,29.857723,66.951614
1,10,3,0,21.63135,50.47608,1888.7015,4,0,0,5.6729875,71.17906
1,11,3,0,22.779636,58.580185,1226.3187,1,0,0,25.210073,63.86191
1,12,3,1,20.070625,54.008595,1457.8644,5,1,1,4.6818213,61.130943
1,13,3,1,27.487556,38.514507,1130.0378,2,0,1,8.811531,79.72429
1,14,3,1,28.538149,49.96585,1512.1381,4,0,1,9.808762,81.89399
1,15,3,0,29.257025,38.184265,1293.974,1,0,1,21.162985,85.360405
1,16,3,1,23.02145,47.875893,1610.7933,8,1,0,28.053867,77.77647
1,17,3,0,24.741304,38.021446,1896.9409,2,1,1,23.232882,87.748
1,18,3,1,27.403154,33.0316,1237.346,5,0,0,14.199557,72.39601
1,19,3,0,26.506372,56.16763,1300.4431,3,0,0,12.832199,69.569016
1,20,3,1,22.676178,47.26095,1038.2549,6,0,0,20.966305,73.25221
1,21,3,1,23.892714,49.39508,1887.437,9,0,0,3.0707092,75.8144
1,22,3,0,29.052408,39.08468,1221.8467,8,0,0,7.3740005,86.53487
1,23,3,1,27.308422,58.567436,1239.6202,8,0,1,22.210966,81.19094
1,0,4,0,20.76246,30.503616,1736.0149,4,1,0,8.830312,76.936455
1,1,4,0,22.062782,57.568768,1204.372,1,0,0,5.3643193,64.59534
1,2,4,0,28.883184,39.638668,1600.0514,9,0,1,5.8711643,81.10902
1,3,4,1,24.12705,47.964035,1188.1041,3,1,1,27.944935,70.257744
1,4,4,0,22.04511,33.324257,1735.0804,0,1,1,14.780811,65.98142
1,5,4,1,23.469315,31.185003,1842.9698,4,1,1,4.0666595,76.19515
1,6,4,1,24.121988,36.22532,1636.7396,1,0,0,11.777568,72.16382
1,7,4,0,27.552845,34.53818,1073.0662,3,0,0,17.60057,74.118095
1,8,4,0,21.330841,36.94767,1518.0006,2,1,0,9.506523,73.92815
1,9,4,0,28.548212,34.65484,1096.8574,3,1,0,22.825422,80.511665
1,10,4,0,23.798082,59.35729,1138.3768,2,0,1,24.21653,68.56409
1,11,4,0,24.76878,46.22169,1075.2416,4,0,1,17.881958,71.4276
1,12,4,0,21.301537,52.10151,1924.9998,0,1,0,24.401684,64.076965
1,13,4,0,22.721973,35.899643,1229.558,1,0,1,7.759618,57.484444
1,14,4,0,29.45838,56.40345,1724.5962,9,0,0,1.39999,82.59777
1,15,4,1,24.743555,43.279526,1252.7106,2,0,0,26.163305,77.51805
1,16,4,0,21.524265,33.25525,1381.6962,7,0,0,11.549039,71.01714
1,17,4,1,25.521471,48.275784,1300.7041,0,0,0,10.146023,64.697914
1,18,4,0,26.206692,46.43152,1659.1481,9,1,0,10.59393,76.30888
1,19,4,1,28.490267,44.50404,1844.7772,0,0,1,29.350105,80.003845
1,20,4,1,24.285688,39.688557,1194.878,3,0,0,23.389267,72.10407
1,21,4,1,29.58087,45.41719,1400.0585,6,1,0,28.049398,93.78947
1,22,4,0,21.956903,45.783123,1520.1425,7,1,1,28.46248,78.13896
1,23,4,0,25.165894,39.604126,1520.1361,3,1,1,2.933334,87.324486
1,0,5,1,24.015942,47.940536,1568.2833,3,0,0,14.993836,74.17905
1,1,5,0,22.788164,34.078075,1710.9492,0,0,1,17.94625,69.91514
1,2,5,1,26.040895,47.53823,1494.2672,8,1,1,11.359953,91.59435
1,3,5,1,20.796724,34.411358,1294.4597,5,0,0,26.349524,76.138954
1,4,5,0,24.951479,35.683033,1607.7489,9,1,1,19.996572,70.97691
1,5,5,0,24.74072,46.1339,1528.4817,4,1,1,26.284412,79.43394
1,6,5,0,27.358055,36.162907,1054.1714,3,0,1,27.755802,77.65217
1,7,5,1,22.934563,34.016834,1081.9823,3,1,1,9.559638,74.1161
1,8,5,0,22.170889,41.100628,1336.8492,4,0,1,18.726305,67.63764
1,9,5,1,22.055805,47.310272,1314.0077,6,1,1,29.559721,72.590225
1,10,5,0,29.820503,37.032448,1657.7646,6,0,1,28.83562,85.12073
1,11,5,0,24.529238,39.48945,1587.9298,0,1,0,15.923691,76.92758
1,12,5,1,29.58685,53.875317,1604.5142,1,1,0,25.676819,82.96294
1,13,5,1,28.961065,43.883545,1686.8397,0,1,1,6.3224726,77.220085
1,14,5,0,24.409071,43.31585,1311.4165,3,0,0,20.391466,71.131065
1,15,5,0,24.09962,45.08272,1748.2362,2,0,1,27.237457,69.272224
1,16,5,0,26.609642,59.727566,1796.4193,7,0,1,13.965053,82.23685
1,17,5,1,29.339813,46.061504,1774.8944,5,1,0,15.410563,83.33162
1,18,5,1,28.04537,39.32441,1120.3265,3,1,0,21.236338,95.07096
1,19,5,0,24.744753,30.167452,1866.089,0,1,1,8.620038,79.80025
1,20,5,0,24.939436,40.489574,1536.6268,4,1,0,11.486176,78.7305
1,21,5,1,22.55395,41.048183,1317.1614,1,1,1,15.189541,85.42768
1,22,5,0,26.074942,35.517323,1531.8854,6,0,1,6.3192005,84.03169
1,23,5,0,20.63269,50.952435,1004.40656,5,1,1,26.359009,72.89059
1,0,6,0,25.714735,42.298664,1999.2042,1,1,1,29.565863,75.61498
1,1,6,0,20.914793,31.710094,1486.7809,5,0,1,4.3068604,71.78965
1,2,6,0,25.205341,48.649902,1533.2081,3,0,0,4.054743,63.008156
1,3,6,0,25.976524,38.484154,1595.4277,4,1,1,16.205204,94.55062
1,4,6,1,27.726414,53.33918,1751.7227,2,1,0,21.647358,83.57683
1,5,6,1,25.25112,33.634975,1822.8779,4,1,1,4.46268,84.69318
1,6,6,0,26.392752,52.946526,1387.1176,2,0,0,4.6703687,78.586136
1,7,6,0,25.40367,38.216106,1739.9319,2,1,0,29.11892,75.64668
1,8,6,1,22.655825,54.16382,1086.476,7,0,1,8.779763,73.20687
1,9,6,0,23.109785,53.8319,1483.8715,1,1,0,28.16249,74.33394
1,10,6,1,24.430712,37.29842,1423.2986,9,1,1,19.145163,81.30054
1,11,6,0,23.768469,49.085682,1312.4464,7,1,0,16.75337,78.22921
1,12,6,0,25.673183,55.4373,1353.5197,0,0,0,14.255247,75.41032
1,13,6,0,24.128752,56.931778,1666.7137,3,1,1,24.83747,71.18623
1,14,6,1,29.53402,35.297947,1949.3385,2,0,1,9.666941,92.86092
1,15,6,0,25.96679,38.73382,1616.5585,7,1,1,27.388245,82.10277
1,16,6,1,24.74086,45.39176,1685.6747,4,1,1,16.57386,78.28653
1,17,6,0,29.954996,55.09654,1107.203,5,0,0,26.99404,86.08747
1,18,6,1,22.253939,39.754795,1899.0875,7,1,0,26.926931,74.576805
1,19,6,1,24.543219,31.329138,1556.6592,9,1,1,9.653999,90.53847
1,20,6,1,24.341976,43.538467,1332.2875,3,1,0,24.952276,76.76832
1,21,6,0,27.605576,58.52258,1573.324,8,0,1,10.052394,86.41515
1,22,6,0,25.715363,57.64434,1623.7827,5,1,1,26.939577,76.19438
1,23,6,0,26.880562,51.623486,1118.1675,4,0,1,16.401205,76.93392
1,0,7,1,24.119764,41.225613,1291.1084,0,0,1,1.8877738,71.055046
1,1,7,1,22.17423,37.66493,1566.1812,9,0,1,15.488634,77.39615
1,2,7,0,21.468668,34.52321,1666.9391,8,0,1,28.990595,70.65427
1,3,7,0,22.547049,46.11825,1722.1556,3,1,0,17.526642,67.80755
1,4,7,1,23.95916,31.208977,1730.5311,2,1,1,2.142626,72.07175
1,5,7,1,20.68444,38.488,1284.5311,0,1,0,13.510405,59.608902
1,6,7,1,28.000336,57.80399,1291.776,7,1,1,5.304089,90.01159
1,7,7,0,20.687283,34.002304,1801.9602,6,1,0,2.4631038,73.377045
1,8,7,1,20.372955,49.625423,1426.7291,4,0,0,6.6778007,70.978745
1,9,7,0,21.992943,46.863194,1559.1885,3,1,1,14.646473,74.37958
1,10,7,0,22.222803,50.010136,1314.5128,7,0,1,0.657587,67.64237
1,11,7,1,22.646559,31.241663,1365.622,0,0,1,22.636324,71.53539
1,12,7,1,20.145096,54.146698,1021.60425,6,0,0,20.020544,65.28899
1,13,7,0,23.852436,34.388527,1829.1571,1,0,1,1.0668899,72.43113
1,14,7,0,26.827152,52.877422,1262.6299,3,0,0,24.092049,75.68903
1,15,7,0,20.983492,54.436806,1360.4524,0,1,0,20.944538,71.77872
1,16,7,0,26.943941,31.9576,1846.2666,0,1,1,0.06845674,80.04392
1,17,7,1,20.918701,35.619125,1541.7472,8,0,1,1.5465924,75.36944
1,18,7,1,28.798483,37.71605,1091.8352,7,1,1,0.2983334,86.5506
1,19,7,0,24.48036,56.39299,1184.701,7,0,1,5.728591,71.93815
1,20,7,1,25.643103,51.839714,1196.7617,5,1,0,14.0173855,87.137085
1,21,7,1,24.21718,53.53776,1319.8097,6,1,0,26.67669,73.58696
1,22,7,0,28.030657,30.400534,1185.7145,2,1,1,13.437348,90.7251
1,23,7,0,23.365633,52.015816,1582.2214,5,1,1,18.349741,72.996284
1,0,1,0,23.260414,50.94771,1326.2246,5,0,0,28.838757,85.680756
1,1,1,0,21.149412,51.2867,1979.9327,8,0,1,16.444138,69.30518
1,2,1,1,28.177567,41.06553,1406.1936,0,1,0,6.408112,73.99984
1,3,1,0,21.004494,32.80372,1188.5066,4,1,0,0.34178105,70.28576
1,4,1,0,20.957066,54.457417,1801.3606,6,1,0,20.88179,75.17637
1,5,1,1,26.970116,46.544,1740.2115,6,1,1,2.1400573,86.7156
1,6,1,1,29.384853,49.777905,1950.0404,8,0,0,24.15966,90.452156
1,7,1,0,20.986067,59.66965,1764.5175,2,1,0,8.495499,64.36966
1,8,1,1,22.93477,50.516575,1284.5983,7,0,0,24.080051,68.35679
1,9,1,1,21.301844,43.894413,1157.2401,2,1,0,21.226246,70.38083
1,10,1,1,23.976742,53.500828,1280.7235,4,0,1,7.3474936,77.708046
1,11,1,0,25.68059,52.69301,1665.0676,3,0,0,12.682597,68.52149
1,12,1,0,28.298294,45.344933,1908.7882,0,0,0,11.433881,77.87769
1,13,1,1,24.28434,50.420357,1016.5755,2,1,1,1.7439263,77.73573
1,14,1,1,27.766342,58.505558,1341.8116,1,0,1,21.061106,83.24548
1,15,1,1,23.973213,46.832115,1698.0413,8,1,1,0.006642105,80.30182
1,16,1,1,24.69386,39.950882,1873.0146,3,0,0,10.976022,76.111916
1,17,1,0,24.524153,59.47546,1601.7944,2,0,0,20.456238,64.04576
1,18,1,1,22.342728,35.84059,1317.5415,7,1,0,29.366125,77.0161
1,19,1,0,23.188507,58.871117,1880.0331,5,1,0,9.791575,78.7333
1,20,1,1,29.720491,32.423676,1836.425,5,0,1,5.494192,87.44225
1,21,1,0,20.8651,52.239353,1765.9213,4,1,1,0.087502986,72.43119
1,22,1,0,26.320866,30.717545,1288.2592,5,0,0,7.871969,76.71625
1,23,1,0,21.425446,51.567123,1693.3549,3,1,0,14.943251,67.80697
1,0,2,0,25.100851,36.13765,1816.9609,3,1,0,15.272196,74.66521
1,1,2,0,21.926455,44.605972,1135.0542,5,1,1,4.858261,77.024124
1,2,2,0,20.25157,54.340843,1474.9972,0,0,0,9.870605,57.900482
1,3,2,0,25.122614,31.323215,1101.8625,9,0,0,14.987521,73.95196
1,4,2,0,24.4441,44.29229,1706.911,2,0,0,7.422181,77.15893
1,5,2,0,26.718122,48.10132,1115.9259,7,1,0,25.137302,93.009445
1,6,2,0,22.465363,43.033485,1514.3085,9,0,1,16.659416,80.362114
1,7,2,1,29.659883,34.042286,1568.1926,4,1,0,24.646246,92.52121
1,8,2,0,24.293022,32.059254,1953.9583,3,1,1,0.26887563,72.66317
1,9,2,0,26.527039,45.75927,1208.2781,8,0,1,12.062214,78.20231
1,10,2,0,26.904066,30.2492,1062.2124,4,1,0,9.694658,90.49171
1,11,2,1,29.49047,34.6272,1232.0894,5,0,0,4.5438356,76.68184
1,12,2,1,26.703875,38.379276,1422.84,2,1,1,27.415403,81.51852
1,13,2,1,21.829342,42.41534,1874.4127,1,0,1,20.158499,67.31543
1,14,2,0,26.502392,53.38213,1079.8116,8,0,1,1.6107981,79.496605
1,15,2,1,28.126974,46.254173,1351.9104,7,1,1,9.621473,86.44734
1,16,2,1,28.406254,50.72526,1439.8695,5,1,1,3.9557943,93.69481
1,17,2,0,24.646433,51.58217,1491.1003,3,1,0,4.89175,79.48953
1,18,2,1,26.693645,56.491096,1765.4303,8,1,0,9.455557,71.90488
1,19,2,0,29.211096,36.394955,1977.2185,0,0,0,15.397317,77.41386
1,20,2,0,24.950247,48.10441,1513.0721,0,0,1,23.679665,68.46854
1,21,2,1,24.603617,47.175224,1280.2391,6,0,0,15.122463,72.99317
1,22,2,1,29.59193,57.25634,1042.072,0,0,0,14.32804,83.226006
1,23,2,0,29.876549,39.69924,1181.7465,1,1,0,13.211651,80.43141
1,0,3,1,29.446484,45.99409,1702.1567,9,0,0,6.392153,81.66466
1,1,3,1,29.599438,50.618748,1006.22534,5,1,1,0.8899839,91.90838
1,2,3,1,22.554829,47.79165,1130.0024,2,1,0,2.1819077,65.67603
1,3,3,1,26.148008,30.738403,1468.4175,5,1,0,23.691307,76.23585
1,4,3,1,24.929424,36.42624,1341.9076,8,1,1,11.487227,81.5468
1,5,3,0,24.797543,44.307457,1887.0946,8,0,1,6.746035,83.75996
1,6,3,1,23.349865,33.098465,1721.5212,3,1,1,5.5245442,76.63973
1,7,3,1,24.600721,43.64623,1854.8777,7,0,1,16.995707,73.629974
1,8,3,1,25.006287,38.0805,1766.6271,3,1,0,17.590872,86.84929
1,9,3,1,20.703182,41.905365,1494.2025,4,1,1,27.689632,66.84868
1,10,3,1,23.474394,39.76224,1602.6432,8,0,1,13.960286,73.05781
1,11,3,0,22.859777,37.401127,1508.0164,1,0,0,7.0002856,74.12653
1,12,3,1,23.679049,34.900696,1148.5566,2,1,1,20.450405,79.9385
1,13,3,0,28.318388,40.43914,1171.7322,1,0,0,25.90073,78.63689
1,14,3,0,25.304464,48.43951,1886.2184,1,1,0,5.6894155,65.44543
1,15,3,0,22.09209,50.565063,1946.4816,7,0,1,20.756315,74.71188
1,16,3,1,22.740145,45.29157,1278.9061,7,1,1,28.701183,71.56881
1,17,3,1,29.248672,48.087677,1025.0399,4,1,0,25.683313,91.49098
1,18,3,1,21.430706,47.48688,1481.1483,3,1,0,19.35166,66.97225
1,19,3,0,23.778692,52.777267,1867.1677,1,0,0,6.550839,75.67917
1,20,3,0,24.731983,36.3414,1669.0673,3,0,1,2.7416093,66.82946
1,21,3,1,25.59779,36.56133,1473.0986,2,1,1,7.2053385,86.77962
1,22,3,0,29.74373,34.166916,1249.794,7,0,1,7.74527,83.34114
1,23,3,0,24.223267,49.20816,1228.2969,2,0,1,0.25147521,66.15
1,0,4,0,23.324625,36.354774,1241.3833,0,0,0,17.027744,66.17762
1,1,4,1,28.303892,46.032173,1085.15,3,1,1,15.784205,94.17852
1,2,4,1,29.625555,39.954136,1498.3212,7,1,0,9.111346,89.632515
1,3,4,0,20.612572,49.693535,1991.558,7,1,1,22.236551,71.85137
1,4,4,0,29.927677,54.179142,1182.7095,1,1,0,13.395788,85.92555
1,5,4,1,27.326782,51.07481,1920.4408,0,0,1,0.70258886,72.64321
1,6,4,1,21.841436,57.52848,1214.5756,1,0,0,2.915925,71.369354
1,7,4,0,21.118692,47.80595,1883.415,0,0,0,0.05576311,56.158207
1,8,4,1,20.751797,44.1028,1960.702,5,0,1,22.336042,64.15908
1,9,4,1,26.169949,47.692814,1153.6697,6,0,1,2.911491,78.553
1,10,4,0,23.17226,49.57771,1723.5651,8,1,0,26.687586,83.95705
1,11,4,0,25.272816,40.193638,1047.0337,1,0,1,6.1398478,71.79237
1,12,4,0,21.800785,49.950245,1700.6708,9,1,1,6.8128257,75.05653
1,13,4,0,29.672113,56.543907,1196.2411,8,0,1,2.5054405,80.48704
1,14,4,1,25.744888,58.604664,1125.7253,5,0,0,18.971907,85.70653
1,15,4,1,28.371521,58.461655,1614.1876,3,0,1,19.908451,84.5861
1,16,4,1,23.336912,46.0718,1444.1293,4,0,1,8.829937,71.58908
1,17,4,1,29.073275,55.486885,1914.4521,0,1,0,6.271507,79.76637
1,18,4,0,24.496063,59.555843,1783.0527,5,1,0,22.666245,68.195595
1,19,4,1,24.005802,49.420887,1711.8536,3,1,0,24.386164,66.00178
1,20,4,1,27.922213,44.018948,1858.6649,2,0,1,11.724684,80.5144
1,21,4,0,24.047823,54.587234,1758.4183,8,1,0,14.162247,83.2194
1,22,4,1,28.837301,38.597515,1729.451,5,1,1,6.6589108,96.2448
1,23,4,0,24.100296,40.031574,1892.4238,9,0,1,21.794893,73.10864
1,0,5,1,20.960629,50.875465,1380.0443,5,0,1,26.668406,69.615974
1,1,5,0,24.828756,55.597313,1057.9928,3,1,1,26.099707,85.17992
1,2,5,0,27.707012,30.19726,1856.876,2,1,0,25.990387,84.492195
1,3,5,0,21.436573,35.16035,1545.786,4,1,0,3.3453124,70.536
1,4,5,1,21.869408,34.397343,1189.8486,5,0,0,21.284298,60.4918
1,5,5,0,26.895422,33.03578,1757.0839,6,1,0,22.399406,82.167725
1,6,5,1,29.841404,31.514423,1549.1528,3,0,0,3.0583436,81.91204
1,7,5,0,21.623251,57.409256,1090.6316,2,0,1,10.885012,70.01667
1,8,5,0,29.971165,30.521685,1868.8873,5,1,1,24.148119,94.076256
1,9,5,1,24.475683,55.101406,1121.2944,3,1,1,26.923872,74.400795
1,10,5,1,27.7467,39.67821,1390.0328,5,1,1,9.2393,89.50707
1,11,5,0,26.478989,53.26256,1491.7439,6,0,1,29.398758,81.44492
1,12,5,1,29.66139,30.625189,1073.0718,7,1,1,17.328602,82.02666
1,13,5,1,28.495386,49.570038,1217.1051,8,0,0,26.79985,86.58972
1,14,5,0,23.676638,38.600246,1911.6396,6,1,1,14.118308,73.313385
1,15,5,0,22.976248,49.55549,1015.9412,6,0,0,11.264708,63.94519
1,16,5,0,25.556091,53.10645,1109.2238,4,0,1,8.216059,71.68216
1,17,5,0,24.355673,50.654583,1966.993,3,1,1,10.2439375,80.88488
1,18,5,0,22.493584,30.691273,1754.0105,4,1,1,26.903881,69.36518
1,19,5,0,25.028103,54.247295,1504.3927,9,1,0,19.219042,77.11136
1,20,5,1,24.754215,54.100807,1314.109,0,0,0,1.2121656,66.83339
1,21,5,1,26.660122,41.644966,1185.8942,7,0,1,8.453896,86.27594
1,22,5,0,29.940554,51.648907,1581.5139,8,1,0,10.14345,93.67537
1,23,5,1,25.292793,56.578392,1863.038,9,1,1,9.645916,78.51638
1,0,6,0,29.835752,34.78761,1792.5005,8,1,1,14.453882,92.94947
1,1,6,0,28.32308,40.202736,1857.7943,8,0,0,27.62957,81.035126
1,2,6,0,23.530542,45.031086,1126.4994,7,0,1,28.95438,82.69985
1,3,6,0,25.485926,48.30515,1091.2899,5,1,1,12.940199,72.51617
1,4,6,0,29.103357,32.39645,1049.1555,4,1,1,18.625229,89.10422
1,5,6,0,23.604855,59.20251,1345.8804,2,1,0,17.479406,75.10348
1,6,6,1,22.201136,58.28734,1388.7506,5,1,1,13.466856,67.43477
1,7,6,1,29.647247,56.63048,1930.9093,7,1,0,3.7720351,87.24482
1,8,6,1,22.539923,49.58992,1600.2225,9,0,1,19.30548,71.39509
